time,time-dur,lat,lon,dep,strike,dip,rake,Mo(Nm),slip_all,x,y,xinc,yinc,segnum,subnum,parnum,lon1,lat1,lon2,lat2,lon3,lat3,lon4,lat4,up_middle_lon,up_middle_lat,down_middle_lon,down_middle_lat,xx,xy,xz,yy,yz,zz
7.15,8.0,32.867,130.905,8.717,235.327,67.69800000000001,-140.722,1.828e+18,3.7239999999999998,-17.495,3.668,4.23,3.94,1.0,24.0,369.0,130.88187198886757,32.86169315569015,130.91904371867713,32.88339167399941,130.92812965888322,32.87230391387781,130.89096255454217,32.850605357052544,130.9095438443486,32.86145602502909,130.90045559016724,32.87254380499312,6852826.502165363,-55913.78467117295,4021035.867752198,7216077.580310473,64515.09981253079,8252819.643469954
7.017,8.0,32.876,130.893,12.0,235.97799999999998,67.391,-125.92200000000001,1.085e+18,2.228,-17.542,0.0,4.23,3.56,1.0,25.0,385.0,130.8701782050739,32.870442287715896,130.9076432877831,32.891782975238925,130.9158236621016,32.88155476848609,130.87836288146238,32.86021404601389,130.89709102833345,32.870885818610375,130.88890850184478,32.881114043385374,6179872.544610443,-88654.34566642987,4230449.132987879,6678589.168568017,259774.77060481723,8371139.995999066
7.162999999999999,8.0,32.885,130.882,15.283,234.91099999999997,67.97399999999999,-139.465,1.015e+18,1.7380000000000002,-17.569000000000003,-3.47,4.24,3.54,1.0,26.0,401.0,130.85938483961831,32.87890744984019,130.89646355794227,32.90088491804737,130.90461724819332,32.891089663377,130.86754260876734,32.869112160696396,130.88607764109614,32.880102295388845,130.87792191028774,32.88989756780968,5577776.377637468,-147761.23364831734,4259401.311387768,6140545.701955842,318625.21134253,8436529.42111223
7.56,8.0,32.893,130.871,18.566,233.287,67.926,-170.209,7.468e+17,1.275,-17.583,-6.935,4.25,3.54,1.0,27.0,417.0,130.84854496795614,32.886352125172486,130.88495947268214,32.9092612270734,130.89345729185922,32.89964507266948,130.85704672093115,32.876735935486394,130.8752496640283,32.88819183966645,130.86674987683804,32.89780801219808,5025717.73423872,-201017.397831703,4192226.0766479634,5593517.067038262,301150.8917141778,8439617.028972637
8.173,8.0,32.900999999999996,130.86,21.849,233.287,67.926,0.0,0.0,0.0,-17.587,-10.4,4.26,3.54,1.0,28.0,433.0,130.83750011630715,32.89432517511749,130.87400358400762,32.91728815135925,130.8825021618583,32.90767200932286,130.84600263877218,32.88470899771153,130.8642500459812,32.89619184580495,130.85574949470347,32.905808006015135,4522413.322552471,-241926.0756200431,4079020.530101935,5046865.424776677,246620.0284176002,8404456.794782637
6.91,8.0,32.825,130.893,1.703,236.356,66.085,-137.53799999999998,2.756e+18,6.978,-13.173,11.177999999999999,4.24,3.73,1.0,29.0,449.0,130.8696792849093,32.82008287555979,130.90737803188486,32.84126466808111,130.9163222225065,32.829914122892625,130.87862827001155,32.808732291907056,130.89747301008677,32.819324634982316,130.8885264209689,32.830675200018156,6704926.387621209,-135516.39392676423,1351013.855146361,5172022.147201803,-798019.4482681078,5146308.121115209
6.071000000000001,8.0,32.834,130.881,4.7010000000000005,234.77700000000002,63.126000000000005,-135.276,2.633e+18,5.374,-13.213,7.466,4.24,3.93,1.0,30.0,465.0,130.85703161256478,32.82951599832091,130.89402881017955,32.85156674468308,130.9049694436493,32.838481025740144,130.86797767241586,32.81643023320788,130.88647127277522,32.82745700562247,130.87552792463512,32.84054274833379,6813127.20506411,-254434.39135109633,2712037.8637804203,5766345.144871185,-714400.1291435448,5515221.374626191
5.501,8.0,32.846,130.86700000000002,8.717,232.90400000000002,68.376,-124.40799999999999,1.287e+18,2.6319999999999997,-13.261,3.647,4.24,3.93,1.0,31.0,481.0,130.84427257055356,32.83967681113535,130.8804005819262,32.86273653970336,130.88972944561277,32.85232040136689,130.8536056541328,32.829260634358874,130.87166521492864,32.84079183182467,130.86233424009242,32.85120798990005,6425798.977911005,-138852.49873141877,3570270.888018423,6016058.360066356,-217531.2362817155,5892421.193115346
5.3229999999999995,8.0,32.855,130.856,12.0,231.34599999999998,69.487,-117.598,6.623e+17,1.376,-13.308,0.0,4.24,3.51,1.0,32.0,497.0,130.8342109172321,32.847389044931816,130.86958601111255,32.871269338444016,130.87779170375595,32.86260831117912,130.84242004681613,32.83872798456194,130.8601035067026,32.85066940908974,130.85189609457396,32.85933045332096,5987244.335788009,-113617.3577247861,3859201.8621479915,5878541.77818265,9463.647602201989,6252590.594457031
5.506,8.0,32.863,130.845,15.283,229.77700000000002,70.44,-168.359,6.941e+17,1.2009999999999998,-13.325999999999999,-3.451,4.27,3.48,1.0,33.0,513.0,130.82356565579695,32.854577636175364,130.8584004915587,32.879441127611344,130.86643727412815,32.871419798781986,130.83160557381808,32.84655627541977,130.8490189947403,32.85898926157223,130.8409806434811,32.86701060673653,5506121.316597587,-133062.88056358494,3965714.191081738,5585936.908311491,108072.59244450911,6554471.058172688
6.004,8.0,32.87,130.835,18.566,228.2,70.265,162.14600000000002,7.69e+17,1.321,-13.331,-6.896,4.29,3.49,1.0,34.0,529.0,130.81371944932334,32.861067893978834,130.84789226179373,32.88685118588601,130.85628360308948,32.87892961892863,130.82211382904646,32.85314629432227,130.83919624417092,32.866039136528194,130.83080338269286,32.87396072018872,5025924.192447703,-166177.98569964536,3983979.9213466644,5218849.816685869,128202.82608767383,6824012.185022238
6.747000000000001,8.0,32.876,130.825,21.849,228.2,70.265,0.0,0.0,0.0,-13.327,-10.341,4.3,3.49,1.0,35.0,545.0,130.8036781966583,32.86703784633839,130.8379329735775,32.89288121432869,130.8463248762043,32.88495965502233,130.81207314569895,32.85911625425357,130.82919652678007,32.87203914031686,130.82080309997286,32.87996071636768,4567774.344523622,-198214.76937843472,3943650.5795902787,4803161.476407377,100005.00754183624,7010529.854997485
5.682,8.0,32.803000000000004,130.856,1.703,230.808,68.673,-131.037,1.204e+18,3.072,-8.889,11.08,4.29,3.66,1.0,36.0,561.0,130.8337610976701,32.795427529641884,130.86926239404664,32.81987221854963,130.87824144377572,32.81056978433906,130.84274384463126,32.78612505906439,130.86049021589352,32.79834869133949,130.85150931643065,32.807651144181264,4875407.110413799,-116357.03463503673,1494641.455940795,3903762.6883487003,-290290.06456983293,3117953.3009595866
4.638999999999999,8.0,32.811,130.845,4.7010000000000005,227.84599999999998,65.743,-127.39,1.257e+18,2.58,-8.923,7.407,4.31,3.85,1.0,37.0,577.0,130.82227493517357,32.80324417946494,130.85639467597412,32.8293264176837,130.86772735670442,32.81875323031069,130.833611655873,32.79267094798249,130.8506670154661,32.80571326455811,130.83933231344804,32.81628647445632,5743990.7123208055,-261021.20680876973,2365988.946392579,4569063.758514098,-313482.85488014144,3759915.126130728
3.867,8.0,32.821,130.833,8.717,224.368,70.509,-126.86399999999999,5.532e+17,1.12,-8.963,3.625,4.34,3.87,1.0,38.0,593.0,130.8118684124691,32.81108202952286,130.84427868224057,32.839057404296064,130.85413473869443,32.830915663274226,130.82172742515948,32.80294025206402,130.83792854300347,32.816929021869115,130.82807100740857,32.82507078143678,5932511.423912844,-216606.11398941025,3093510.060395288,5108720.901167223,-241420.45925321712,4325364.885725566
3.6,8.0,32.829,130.822,12.0,221.547,70.611,176.179,6.623e+17,1.3430000000000002,-9.001,0.0,4.37,3.48,1.0,39.0,609.0,130.80190756156898,32.817708146139886,130.8328629254087,32.847198825775216,130.84209599775946,32.840289749548695,130.81114303071922,32.810799037313984,130.82661695705858,32.825545367504084,130.81738268543393,32.83245446028403,5700724.986497417,-181554.41618363364,3392604.8866730076,5203016.939890916,-137704.47870222444,4764197.894406141
3.8569999999999998,8.0,32.835,130.812,15.283,220.127,71.288,158.916,1.651e+18,2.7889999999999997,-9.009,-3.4360000000000004,4.39,3.47,1.0,40.0,625.0,130.79234684666486,32.823100048456375,130.82256670185103,32.85336717279465,130.83165685436106,32.84689793986781,130.8014391905775,32.816630784198864,130.81654545969613,32.83176529221176,130.80745421066456,32.83823454103054,5351108.122191948,-176688.14370207716,3585066.1652431237,5108727.202538287,-92241.74911112708,5217606.860987145
4.53,8.0,32.842,130.803,18.566,219.146,71.257,156.531,1.515e+18,2.5580000000000003,-9.006,-6.867999999999999,4.39,3.47,1.0,41.0,641.0,130.7835821531021,32.829822807169194,130.8131860497557,32.860522242457364,130.8224215598387,32.85417524814691,130.7928197699258,32.82347578167757,130.80761811779232,32.83882640892601,130.7983815535392,32.84517341904052,4955680.479905157,-183817.40269964663,3695145.4510532897,4885643.45029076,-70635.84806729622,5630964.469181929
5.47,8.0,32.848,130.793,21.849,219.146,71.257,0.0,0.0,0.0,-8.997,-10.299000000000001,4.39,3.47,1.0,42.0,657.0,130.77358084698008,32.83582281864023,130.80318673580177,32.86652222444913,130.81242286706276,32.86017523623459,130.78281908560712,32.829475799241585,130.797618428489,32.84482641195365,130.78838124274498,32.85117341597375,4552939.950332063,-198037.93290780333,3727212.0781543767,4565807.096450679,-77332.61255656835,5925037.153866372
4.745,8.0,32.775999999999996,130.822,1.703,221.023,72.062,-129.619,3.031e+17,0.772,-4.501,10.975999999999999,4.39,3.58,1.0,43.0,673.0,130.80218472571178,32.7643294198982,130.83294121850142,32.794194185944285,130.84181896431713,32.78766851347943,130.81106471620618,32.757803716278765,130.82643927248623,32.77273707635233,130.817560403502,32.77926276463113,3360208.575473192,-21051.482528361044,1110888.6909853693,2772580.231967164,-503920.668118511,1274341.6960263182
3.449,8.0,32.782,130.813,4.7010000000000005,218.479,69.58,-136.64700000000002,7.441e+17,1.53,-4.518,7.343,4.42,3.74,1.0,44.0,689.0,130.79287117849344,32.770059479418165,130.82222952801374,32.80125980368288,130.83313229608012,32.793938540532665,130.80377635096724,32.76273817974849,130.8184517623349,32.77833923946181,130.80754779113693,32.78566052111406,4900318.155406962,-172610.38769550264,1948638.6744137034,3833810.7873167237,-249024.3095082554,2177802.360728568
2.3169999999999997,8.0,32.79,130.80200000000002,8.717,215.50799999999998,73.736,-163.092,5.652e+17,1.131,-4.538,3.5989999999999998,4.47,3.8,1.0,45.0,705.0,130.7835198878888,32.77638062633765,130.81123656630646,32.8091913419873,130.82048404744035,32.80361764006876,130.7927690976971,32.770806895178005,130.80662402887822,32.78721305566844,130.7973756827056,32.79278677237229,5448844.3235656265,-239878.2230913536,2651949.923995563,4556245.066617673,-240828.30542966578,3108451.9337798413
1.8230000000000002,8.0,32.796,130.793,12.0,213.114,72.214,165.489,1.406e+18,2.7880000000000003,-4.5569999999999995,0.0,4.51,3.45,1.0,46.0,721.0,130.77513814829896,32.781563846790945,130.8014430014169,32.81562588002313,130.81086582794404,32.8104345614836,130.78456250324706,32.77637249997504,130.7977116587994,32.793404244420536,130.78828806741788,32.798595577236824,5401555.886068166,-250411.41575716223,3017536.072829767,4790890.150362452,-262321.529820448,3757022.053190947
2.279,8.0,32.802,130.785,15.283,211.232,72.312,158.28799999999998,2.686e+18,4.434,-4.56,-3.417,4.52,3.45,1.0,47.0,737.0,130.7677058723238,32.78702451343436,130.79272904789136,32.821874863349485,130.80229806013605,32.81697401793167,130.77727625748378,32.782123640701904,130.7897847183813,32.79954947851203,130.7802150190872,32.80445033770577,5172340.837226017,-246114.718541843,3289292.7144832406,4807917.243277756,-280164.97542862874,4353172.065372408
3.285,8.0,32.808,130.776,18.566,209.52,72.567,156.47899999999998,2.151e+18,3.5669999999999997,-4.5569999999999995,-6.832000000000001,4.51,3.44,1.0,48.0,753.0,130.75935038133994,32.792594926182836,130.78307847948656,32.827982574760675,130.79265346613164,32.82340372877399,130.76892658459187,32.78801605428026,130.7807876749954,32.805710478526315,130.77121207951444,32.81028933757081,4852807.078838107,-239799.545660381,3456675.343677366,4653200.145026092,-287268.3123211285,4822355.131769212
4.484,8.0,32.814,130.767,21.849,209.52,72.567,0.0,0.0,0.0,-4.552,-10.245,4.49,3.44,1.0,49.0,769.0,130.75040185788214,32.79867341078732,130.77402631918443,32.83390409585164,130.78360195181367,32.82932525420211,130.7599787020826,32.794094543334396,130.77178799668982,32.81171048070248,130.76221175774708,32.816289335352714,4510567.104647491,-235543.27423052135,3550115.8369299863,4401046.3813552195,-290945.4822326874,5196803.410013911
4.3580000000000005,8.0,32.743,130.79399999999998,1.703,213.44099999999997,74.45,-154.303,3.262e+17,0.8190000000000001,0.0,10.895,4.51,3.54,1.0,50.0,785.0,130.7765183426873,32.72838957941963,130.8030371464813,32.762324552079484,130.81148576228196,32.75760884155951,130.7849683553275,32.723673843331305,130.79822454613665,32.740642066646316,130.78977523132986,32.74535779007834,2626148.9833490537,232562.61658454788,747249.5104302487,1923681.4865843896,-129818.3318461905,893460.8575205675
2.9160000000000004,8.0,32.749,130.786,4.7010000000000005,211.06900000000002,72.53699999999999,-146.808,8.533e+17,1.74,0.0,7.289,4.54,3.68,1.0,51.0,801.0,130.76845512425257,32.734036187434505,130.79345621134092,32.76910128338677,130.80354876547736,32.76396232688635,130.77854911380757,32.72889720214025,130.79104649135564,32.74643041235961,130.7809532188873,32.751569383381145,4259374.30698196,-46759.2411949554,1536907.8777193383,3344964.5727158617,-266996.1558845343,1371703.7144562965
1.429,8.0,32.755,130.77700000000002,8.717,208.315,76.303,-155.565,7.46e+17,1.4780000000000002,0.0,3.573,4.57,3.76,1.0,52.0,817.0,130.76125442385649,32.73876441082498,130.7843860834852,32.77504221987525,130.79274959485414,32.77123434015632,130.76961891954986,32.73495650903029,130.78118191300592,32.75309598451602,130.77281790903305,32.75690387535192,5045097.92611916,-247284.60847763566,2317111.7736006863,4326912.140740893,-389345.11470594304,2360847.3066189736
0.0,8.0,32.760999999999996,130.769,12.0,206.08700000000002,75.597,168.021,1.335e+18,2.6430000000000002,0.0,0.0,4.6,3.39,1.0,53.0,833.0,130.75416748707846,32.744044621545555,130.77575475136814,32.78129779409046,130.78383645298493,32.777954272522194,130.76224999546827,32.74070108007058,130.77304097717376,32.759328168827125,130.76495887179868,32.762671700409484,5129124.94857475,-311125.23422138765,2754684.5062746075,4614142.264014728,-456637.12796022865,3107728.5991425826
1.355,8.0,32.766,130.762,15.283,204.52900000000002,75.855,158.917,2.521e+18,4.155,0.0,-3.388,4.61,3.39,1.0,54.0,849.0,130.74776735804738,32.7486414514267,130.76819329268906,32.78645877177624,130.77623646634106,32.783357538925564,130.75581123988982,32.745540199830735,130.76602169431848,32.76444931412796,130.75797816623998,32.76755055640189,5004142.607178796,-323025.3283090843,3095389.9086638605,4658714.359234767,-512125.77337197796,3784824.039961174
2.7089999999999996,8.0,32.771,130.755,18.566,203.19,75.891,156.692,1.995e+18,3.293,0.0,-6.773,4.6,3.39,1.0,55.0,865.0,130.74128162937618,32.75340298455162,130.7606150648684,32.791530332371714,130.76872204172707,32.78859608900126,130.74938924057597,32.750468723298425,130.75905358066186,32.769532808075034,130.75094628633352,32.77246706042992,4768168.041654243,-311980.67215724813,3329885.196160784,4539591.822322666,-540024.4554466975,4346768.577471818
4.063,8.0,32.775999999999996,130.748,21.849,203.19,75.891,0.0,0.0,0.0,0.0,-10.158,4.59,3.39,1.0,56.0,881.0,130.73430186946132,32.758444443011996,130.75359435452614,32.796488874886535,130.7617017853363,32.7935546338424,130.74240993339018,32.755510184122585,130.75205380731495,32.77453280923514,130.7439460596475,32.77746705924479,4482323.030922681,-293788.16078981746,3472479.0317055197,4321415.987977736,-544977.5526172672,4800862.031678951
4.7,8.0,32.708,130.769,1.703,210.967,78.046,-170.27,3.592e+17,0.905,4.579,10.821,4.56,3.48,1.0,57.0,897.0,130.75319378830605,32.69204270831593,130.77821906649731,32.727300232479536,130.78481054305985,32.723955916079824,130.75978619844565,32.688698373087405,130.7722959103993,32.70632779351961,130.765703966641,32.70967211941473,2005381.1240359833,315250.84786772024,260025.7166725662,1871817.4049911804,-183487.03997419635,579217.8817944407
3.432,8.0,32.713,130.763,4.7010000000000005,208.611,76.488,-149.33700000000002,6.027e+17,1.238,4.593,7.246,4.59,3.61,1.0,58.0,913.0,130.74733111117595,32.696652953122076,130.77077544362598,32.73298786654868,130.77867300404023,32.72934578418296,130.75522962424256,32.693010849622816,130.76694893834923,32.71117889105312,130.75905090118056,32.71482098406329,3724240.533312969,3157.942019184079,1097170.6974193905,3305645.7215882945,-468172.06791033223,1123052.7306490697
2.329,8.0,32.718,130.756,8.717,205.87099999999998,79.44,-139.34799999999998,5.55e+17,1.101,4.6080000000000005,3.5580000000000003,4.62,3.71,1.0,59.0,929.0,130.74198758681382,32.700594968006264,130.7634912050763,32.738079165215076,130.77001649220426,32.735403976855046,130.74851351588805,32.69791976363093,130.75926275549654,32.716662359200136,130.75273714709775,32.71933755561606,4703929.322471044,-298719.39570666605,2072068.963799393,4290110.385875871,-697522.6256578704,2078998.8904972377
